,Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,lat,lon
534,2538842,2023-03-03,Florida,Clearwater,3000 FL-580,Countryside High School,0,0,0,0,1,,27.9658533,-82.8001026
535,2538840,2023-03-03,Florida,Saint Petersburg,850 34th St S,Gibbs High School,0,0,0,0,1,,27.7700475,-82.6359078
536,2538091,2023-03-03,South Carolina,Orangeburg,300 College Ave,Hugine Suites,0,1,0,0,0,,33.4918203,-80.8556476
537,2538699,2023-03-03,Arizona,Phoenix,3625 W Cactus Rd,Moon Valley High School,0,0,0,0,1,,33.4484367,-112.074141
538,2539158,2023-03-03,California,Azusa,240 N Cerritos Ave,Azusa High School,0,0,0,0,2,,34.1338751,-117.9056046
539,2542912,2023-03-03,New Mexico,Los Lunas,1776 Emilio Lopez Rd,Los Lunas High School,0,0,0,0,0,,34.8142093,-106.7613067
540,2537614,2023-03-02,Alabama,Bay Minette,1 Tiger Dr,Baldwin County High School,0,0,0,0,1,,30.8829628,-87.7730474
541,2537466,2023-03-02,North Carolina,Kill Devil Hills,100 Veterans Dr,First Flight High School,0,0,0,0,1,,36.0321186,-75.6776147
542,2537460,2023-03-02,Mississippi,Kiln,7084 Stennis Airport Rd,Hancock High School,0,0,0,0,1,,30.4090829,-89.4350519
543,2539312,2023-03-02,South Carolina,North Charleston,2670 Bonds Ave,Daniel Jenkins Academy,0,0,0,0,1,,32.8546197,-79.9748103
544,2537311,2023-03-02,Georgia,Lagrange,1920 Hamilton Rd,Troup County High School,0,0,0,0,1,,33.039291,-85.0313269
545,2536807,2023-03-01,Arkansas,Jonesboro,4208 Chieftan Ln,Nettleton Junior High,0,0,0,0,1,,35.8272257,-90.6949871
546,2537436,2023-03-01,Indiana,Terre Haute,310 S 18th St,Davis Park Elementary,0,0,0,0,2,,39.4667025,-87.4139119
547,2537458,2023-03-01,Oregon,Salem,1910 Church St SE,South Salem High School,0,0,0,0,1,,44.9391565,-123.033121
548,2537394,2023-03-01,Georgia,Warner Robins,401 S Davis Dr,Warner Robins High School,0,0,0,0,0,,32.6200973,-83.606568
549,2537958,2023-03-01,California,Santa Rosa,6975 Montecito Blvd,Maria Carrillo High School,0,0,0,0,1,,38.4404925,-122.7141049
550,2536964,2023-03-01,Tennessee,Cedar Hill,7025 US-41,Jo Byrns High School,0,0,0,0,0,,36.5514333,-86.9991662
551,2535934,2023-02-28,Ohio,Rocky River,3850 Linden Rd,Lutheran High School West,0,0,0,0,0,,41.4756031,-81.8393034
552,2538355,2023-02-28,Kentucky,Radcliff,100 Trojan Way,North Middle School,0,0,0,0,1,,37.8403456,-85.9491298
553,2535790,2023-02-28,Florida,Tallahassee,550 E Tennessee St,Leon High School,0,0,0,0,1,,30.4380832,-84.2809332
554,2537463,2023-02-28,North Carolina,Greensboro,1200 Lincoln St,James B. Dudley High School,0,0,0,0,0,,36.0726355,-79.7919754
555,2536386,2023-02-28,Texas,Pearland,2201 N Galveston Ave,Leon Sablatura Middle School,0,0,0,0,1,,29.5639758,-95.2864299
556,2557186,2023-02-28,Colorado,Denver,3955 Steele St,Bruce Randolph School,0,0,0,0,1,,39.7392364,-104.984862
557,2536296,2023-02-28,Georgia,Ringgold,340 Evitt Ln,Ringgold Primary School,0,0,0,0,1,,34.91591,-85.1091173
558,2536087,2023-02-28,New York,Rochester (Brighton),1000 E Henrietta Rd,Monroe Community College,0,0,0,0,1,,43.1065113,-77.6200916
559,2540360,2023-02-27,North Carolina,Lillington,900 S 11th St,STAR Academy of Lillington,0,0,0,0,1,,35.399121,-78.8156001
560,2536221,2023-02-27,Utah,Cedar City,166 W 1925 N,Canyon View High School,0,0,0,0,1,,37.6774238,-113.061827
561,2535740,2023-02-27,Florida,Hollywood,6501 Hollywood Blvd,McArthur High School,0,0,0,0,1,,26.0112014,-80.1494901
562,2535733,2023-02-27,Florida,Jacksonville,10600 Hornets Nest Rd,Mandarin Oaks Elementary School,0,0,0,0,0,,30.3321838,-81.655651
563,2534845,2023-02-27,Nevada,Fernley,1100 Jasmine Ln,Silverland Middle School,0,0,0,0,1,,39.6048048,-119.2404748
564,2536597,2023-02-27,Alabama,Monroeville,297 S Mt Pleasant Ave,Monroeville Elementary School,0,0,0,0,0,,31.5279399,-87.3247077
565,2538050,2023-02-27,Mississippi,Heidelberg,4035 Co Rd 8,New William J. Berry Elementary School,0,0,0,0,0,,31.8868224,-88.9839419
566,2533264,2023-02-24,Nebraska,Lincoln,1930 S 20th St,Prescott Elementary School,0,0,0,0,1,,40.8088861,-96.7077751
567,2533130,2023-02-24,Colorado,Colorado Springs,7005 N Carefree Cir,Sand Creek High School,0,0,0,0,1,,38.8339578,-104.825348
568,2533040,2023-02-24,Texas,Nederland,2101 N 18th St,Nederland High School,0,0,0,0,1,,29.9743803,-93.9923965
569,2532996,2023-02-24,Florida,Daytona Beach,580 McLeod Ave,Bethune-Cookman Univ - Moorehead Dorm,0,0,0,0,1,,29.2108147,-81.0228331
570,2532968,2023-02-24,Georgia,Grovetown,2010 Warrior Way,Grovetown High School,0,0,0,0,1,,33.4504157,-82.1981764
571,2534185,2023-02-24,California,Watsonville,500 Harkins Slough Rd,Pajaro Valley High School,0,0,0,0,1,,36.9092773,-121.7529071
572,2533257,2023-02-23,North Carolina,Durham,6806 Garrett Rd,Jordan High School,0,0,0,0,1,,35.996653,-78.9018053
573,2533150,2023-02-23,Florida,Greenacres,4701 10th Ave N,John I. Leonard High School,0,0,0,0,1,,26.62939425,-80.13655174585347
574,2533085,2023-02-23,South Carolina,Blythewood,180 S-40-1694,Westwood High School,0,0,0,0,1,,34.2187005,-80.98456918011235
575,2533072,2023-02-23,North Carolina,Raleigh,2201 Spring Forest Rd,Millbrook Magnet High School,0,0,0,0,1,,35.7803977,-78.6390989
576,2532760,2023-02-23,Nevada,Las Vegas,4250 E Karen Ave,Jerome Mack Middle School,0,0,0,0,1,,36.1672559,-115.148516
577,2532198,2023-02-23,Maryland,Lanham,9880 Good Luck Rd,DuVal High School,0,0,0,0,0,,38.965365000000006,-76.84179265424164
578,2533361,2023-02-23,Ohio,Columbus,3223 Allegheny Ave,Africentric Early College K-12,0,0,0,0,1,,39.9622601,-83.0007065
579,2533356,2023-02-23,Ohio,Reynoldsburg,6699 E Livingston Ave,Reynoldsburg High School,0,0,0,0,1,,39.9547861,-82.8121191
580,2531624,2023-02-22,Virginia,Glen Allen,2204 Mountain Road,Academy at Virginia Randolph,0,0,0,0,1,,37.6659781,-77.506374
581,2531636,2023-02-22,Virginia,Newport News,13450 Woodside Ln,Woodside High School,0,0,0,0,1,,37.0914429,-76.5213892
582,2532021,2023-02-22,Ohio,Reynoldsburg,6699 E Livingston Ave,Reynoldsburg High School,0,0,0,0,1,,39.9547861,-82.8121191
583,2533216,2023-02-22,Florida,Belle Glade,1100 SW Ave G,Glade View Elementary,0,0,0,0,1,,26.6845104,-80.6675577
584,2531012,2023-02-21,Nevada,Las Vegas,9501 Echelon Point Dr,Edmundo Escobedo Sr Middle School,0,0,0,0,1,,36.1672559,-115.148516
585,2531008,2023-02-21,Nevada,North Las Vegas,5302 N Goldfield St,Mojave High School,0,0,0,0,1,,36.2005843,-115.121584
586,2530996,2023-02-21,Nevada,Las Vegas,1139 N Linn Ln,Eldorado High School,0,0,0,0,2,,36.1672559,-115.148516
587,2531435,2023-02-21,Ohio,Columbus,840 W State St,Central High School,0,0,0,0,1,,39.9622601,-83.0007065
588,2532037,2023-02-21,Pennsylvania,Coal Township,2000 W State St,Shamokin Area Middle/High School,0,0,0,0,0,,40.791824,-76.59361509889175
589,2531943,2023-02-21,Kentucky,Stearns,120 Raider Way Rd,McCreary County Board of Education,0,0,0,0,1,,36.695077,-84.47357687801419
590,2530457,2023-02-20,North Carolina,Elkin,334 Elk Spur St,Elkin High School,0,0,0,0,0,,36.264818500000004,-80.84776715501519
591,2530243,2023-02-20,Texas,Midland,Wadley Ave and Godfrey St,Legacy Freshman High Schoolbus,0,0,0,0,1,,31.83688,-102.0103767
592,2528420,2023-02-18,Texas,Abilene,2800 N 6th St,Abilene High School,0,0,0,0,1,,32.44645,-99.7475905
593,2527875,2023-02-17,Texas,Arlington,818 W Park Row Dr,Arlington High School,0,0,0,0,2,,32.7355816,-97.1071186
594,2527806,2023-02-17,Missouri,Saint Louis,13201 Clayton Rd,Principia Lower School,0,0,0,0,0,,38.6280278,-90.1910154
595,2528381,2023-02-17,Georgia,Macon,6250 Skipper Rd,Rutland High School,0,0,0,0,0,,32.8406946,-83.6324022
596,2529696,2023-02-17,Nevada,Las Vegas,333 S Pavilion Center Dr,Palo Verde High School,0,0,0,0,1,,36.1672559,-115.148516
597,2527524,2023-02-17,Indiana,Fort Wayne,475 E State Blvd,North Side High School,0,0,0,0,0,,41.0799898,-85.1386015
598,2527792,2023-02-17,Virginia,Max Meadows,1 Pioneer Trail,Fort Chiswell High School,0,0,0,0,1,,36.97166,-80.9503639
599,2527592,2023-02-17,North Carolina,Erwin,405 Denim Dr,Erwin Elementary School,0,0,0,0,0,,35.3268292,-78.676128
600,2527121,2023-02-16,Virginia,Norfolk,7901 Nancy Dr,Little Creek Elementary School,0,0,0,0,0,,36.8448348,-76.2863999
601,2529867,2023-02-16,Texas,Benavides,1025 Eagle Dr,Benavides High School,0,0,0,0,1,,27.5958449,-98.4118298
602,2527944,2023-02-16,Alabama,Wetumpka,184 Rodney Ln,Redland Middle School,0,0,0,0,1,,32.5379132,-86.2045206
603,2528026,2023-02-16,Ohio,Columbus,417 S Weyant Ave,Eastmoor Academy,0,0,0,0,0,,39.9622601,-83.0007065
604,2528617,2023-02-16,North Carolina,Fayetteville,2517 Ramsey St,Luther Nick Jeralds Middle School,0,0,0,0,1,,35.0525759,-78.878292
605,2526954,2023-02-15,Colorado,Denver,1600 City Park Esplanade,Denver East High School,0,0,0,0,1,,39.7392364,-104.984862
606,2528206,2023-02-15,Ohio,Cleveland,15210 St Clair Ave,Collinwood High School,0,0,0,0,0,,41.4996574,-81.6936772
607,2526048,2023-02-15,Maryland,Fort George G Meade (Fort Meade),1100 Clark Rd,Meade High School,0,0,0,0,1,,39.1022704,-76.74625579897895
608,2527475,2023-02-15,Texas,Houston,12525 Ella Blvd,Davis High School,0,0,0,0,0,,29.7589382,-95.3676974
609,2526799,2023-02-15,North Carolina,Clayton,1892 Polenta Rd,Cleveland High School,0,0,0,0,1,,35.650711,-78.4563914
610,2526755,2023-02-15,Alabama,Decatur,1625 Danville Rd SW,Austin Junior High School,0,0,0,0,0,,34.6060203,-86.9838165
611,2526751,2023-02-15,Alabama,Beauregard,,Beauregard school,0,0,0,0,0,,32.5431926,-85.3707788
612,2526733,2023-02-15,Mississippi,Clinton,401 Arrow Dr,Clinton High School,0,0,0,0,0,,32.3410552,-90.3215983
613,2526690,2023-02-15,Virginia,Gloucester,6680 Short Ln,Gloucester High School,0,0,0,0,1,,37.4452288,-76.5594479
614,2580632,2023-02-15,Michigan,Grand Rapids (Walker),4463 Leonard St NW,W Michigan Academy of Environmental Science,0,0,0,0,2,,43.006567,-85.676154
615,2525801,2023-02-14,Utah,Salt Lake City (Murray),5440 State St,Murray High School,0,0,0,0,3,,40.645382299999994,-111.92927243834916
616,2525617,2023-02-14,North Carolina,Rocky Mount,720 N Fairview Rd,Fairview Elementary,0,0,0,0,0,,35.9423833,-77.7956949
617,2525527,2023-02-14,Texas,San Antonio,1400 Jackson Keller Rd,Legacy of Educational Excellence High School,0,0,0,0,1,,29.4246002,-98.4951405
618,2526099,2023-02-14,Florida,Fort Myers,14020 Plantation Rd,South Fort Myers High School,0,0,0,0,1,,26.640628,-81.8723084
619,2526066,2023-02-14,Georgia,Decatur,2215 Miller Rd,Miller Grove Middle School,0,0,0,0,1,,30.8736613,-84.5740953
620,2528189,2023-02-14,Indiana,Fort Wayne,3601 Calhoun St,South Side High School,0,0,0,0,1,,41.0799898,-85.1386015
621,2525382,2023-02-14,Pennsylvania,Pittsburgh,1101 N Murtland St,Westinghouse Academy,0,4,0,0,0,,40.4416941,-79.9900861
622,2526660,2023-02-14,South Carolina,Conway,6555 Hwy 134,Pee Dee Elementary,0,0,0,0,0,,33.8360035,-79.0478143
623,2525632,2023-02-14,North Carolina,Wendell,3409 NC-97,Wendell Middle School,0,0,0,0,0,,35.780987,-78.3697213
624,2527114,2023-02-13,North Carolina,Raleigh,5307 Six Forks Rd,Green Elementary School,0,0,0,0,1,,35.7803977,-78.6390989
625,2532391,2023-02-13,Georgia,Athens,350 S Milledge Ave,Clarke Central High School,0,0,0,0,1,,33.9597677,-83.376398
626,2524577,2023-02-13,Michigan,East Lansing,509 E Circle Dr,Michigan State University/Berkey Hall,3,5,1,0,0,,42.7320307,-84.4721678
627,2525430,2023-02-13,Oklahoma,Lawton,5611 NW Allan-A-Dale Ln,Hugh Bish Elementary,0,0,0,0,0,,34.6086854,-98.3903305
628,2525173,2023-02-13,Colorado,Golden,19th St and Elm St,Colorado School of Mines,0,0,0,0,1,,39.7546349,-105.22058
629,2525134,2023-02-13,Florida,Pensacola,820 Massachusetts Ave,Montclair Elementary School,0,0,0,0,0,,30.421309,-87.2169149
630,2525037,2023-02-13,New York,New York (Manhattan),16 Clarkson St,High School M560,0,0,0,0,0,,40.80775585,-73.96164946987652
631,2524581,2023-02-13,New York,Rochester,164 Alexander St,James Monroe High School,0,0,0,0,1,,43.157285,-77.615214
632,2524633,2023-02-13,Texas,Dalhart,2100 Spirit Trl,Dalhart High School,1,0,0,0,0,,36.060408,-102.5180763
633,2523958,2023-02-12,North Carolina,Salisbury,211 N Park Dr,Catawba College - Woodson Hall,0,0,0,0,0,,35.6709727,-80.4742261
634,2523405,2023-02-10,Ohio,Cincinnati,200 Viking Wy,Princeton Community Middle School,0,0,0,0,1,,39.1014537,-84.5124602
635,2522622,2023-02-10,Tennessee,La Vergne,382 Stones River Rd,La Vergne Middle School,0,0,0,0,1,,36.0156178,-86.5819394
636,2524381,2023-02-10,Georgia,Columbus,2901 College Dr,Hardaway High School,0,0,0,0,1,,32.4610708,-84.9880449
637,2523161,2023-02-10,Indiana,Columbia City,1600 IN-9,Columbia City High School,0,0,0,0,0,,41.156928,-85.4884616
638,2523619,2023-02-10,North Carolina,Franklin,100 Panther Dr,Franklin High School,0,0,0,0,0,,36.1028596,-78.2787229
639,2523058,2023-02-10,California,San Diego,5353 Airway Rd,San Ysidro High School,0,0,0,0,1,,32.7174202,-117.1627728
640,2522141,2023-02-09,Arkansas,Fort Smith,2201 N 50th St,Kimmons Middle School,0,0,0,0,0,,35.3880338,-94.4265011
641,2521973,2023-02-09,Alabama,Prattville,1315 Upper Kingston Rd,Prattville High School,0,0,0,0,1,,32.4640245,-86.4596966
642,2526042,2023-02-09,Pennsylvania,Norristown,1 E Oak St,Joseph K. Gotwals Elementary School,0,0,0,0,0,,40.121497,-75.3399048
643,2520705,2023-02-08,Maryland,Lanham,9880 Good Luck Rd,DuVal High School,0,0,0,0,1,,38.965365000000006,-76.84179265424164
644,2520916,2023-02-08,Texas,Rio Grande City,5726 Farm to Market Rd 755,Rio Grande City High School,0,0,0,0,2,,26.3827771,-98.8205251
645,2538306,2023-02-08,Minnesota,Minneapolis,1500 James Ave N,North Community High School,0,0,0,0,1,,44.9772995,-93.2654692
646,2521277,2023-02-08,Alabama,Brookwood,12250 George Richmond Pkwy,Brookwood High School,0,0,0,0,0,,33.2556719,-87.3208336
647,2520180,2023-02-07,Virginia,Chesterfield,10301 Courthouse Rd,Lloyd C. Bird High School,0,0,0,0,1,,37.3859982,-77.578509
648,2520243,2023-02-07,North Carolina,Saint Pauls,648 N Old Stage Rd,St. Pauls High School,0,0,0,0,0,,34.8070226,-78.9707787
649,2520906,2023-02-07,Texas,Lubbock,16310 TX-493 Loop,Lubbock-Cooper Middle School,0,0,0,0,0,,33.5855677,-101.8470215
650,2520084,2023-02-07,Colorado,Colorado Springs,2250 Jet Wing Dr,Sierra High School,0,0,0,0,1,,38.8339578,-104.825348
651,2520468,2023-02-07,Wisconsin,Neenah,1275 Tullar Rd,Neenah High School,0,0,0,0,1,,44.1858193,-88.462609
652,2520710,2023-02-07,Wisconsin,Green Bay,3366 Schaefer Ct,James A. Temp Hall,0,0,0,0,1,,44.5126379,-88.0125794
653,2519678,2023-02-06,Kentucky,Hopkinsville,430 Koffman Dr,Hopkinsville High School,0,0,0,0,1,,36.8657651,-87.4889532
654,2519656,2023-02-06,Kentucky,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,1,,38.2542376,-85.759407
655,2522795,2023-02-06,Florida,Tallahassee,3415 Zillah St,Fairview Middle School,0,0,0,0,1,,30.4380832,-84.2809332
656,2519482,2023-02-06,Arkansas,Fort Smith,622 N 7th St,Future School of Fort Smith,0,0,0,0,1,,35.3880338,-94.4265011
657,2520310,2023-02-06,Arkansas,Trumann,1620 W Main St,Trumann High School,0,0,0,0,1,,35.675279,-90.517369
658,2519709,2023-02-06,Illinois,Evanston,1400 Oakton St,Chute Middle School,0,0,0,0,1,,42.0470043,-87.6846053
659,2519398,2023-02-06,Alabama,Birmingham,4915 Ave Q,Central Park Elementary School,0,0,0,0,0,,33.5206824,-86.8024326
660,2519802,2023-02-06,Delaware,Middletown,1080 Bunker Hill Rd,Appoquinimink High School,0,0,0,0,1,,42.169167,-74.610556
661,2519199,2023-02-06,Florida,Palm Beach Gardens,4245 Holly Dr,Palm Beach Gardens Community High School,0,0,0,0,1,,26.8233946,-80.1386547
662,2519443,2023-02-06,Wisconsin,Oshkosh,915 Hazel St,Webster Stanley Middle School,0,0,0,0,0,,44.0206919,-88.5408574
663,2517220,2023-02-03,Maryland,Baltimore,3500 Hillen Rd,Mergenthaler High School,0,0,0,0,1,,39.2908816,-76.610759
664,2521183,2023-02-03,California,Paso Robles,801 Niblick Rd,Paso Robles High School,0,0,0,0,1,,35.6267654,-120.6912456
665,2517392,2023-02-03,Tennessee,Lebanon,1213 Leeville Pike,Winfree Bryant Middle School,0,0,0,0,1,,36.2079779,-86.2910945
666,2517339,2023-02-03,Michigan,Detroit,3200 E Lafayette St,Martin Luther King Jr. Senior High School,0,0,0,0,0,,42.3315509,-83.0466403
667,2517280,2023-02-03,Kentucky,Lexington,1600 Man O War Blvd,Paul Laurence Dunbar High School,0,0,0,0,1,,38.0464066,-84.4970393
668,2517211,2023-02-03,Florida,Apopka,2501 Hiawassee Rd,Wekiva High School,0,0,0,0,1,,28.678013,-81.511398
669,2517644,2023-02-03,Nevada,North Las Vegas,1900 Deer Springs Way,Cram Middle School,0,0,0,0,1,,36.2005843,-115.121584
670,2519186,2023-02-03,Pennsylvania,Mars,520 PA-228,Mars Area High School,0,0,0,0,3,,40.6958342,-80.011878
671,2518365,2023-02-03,Missouri,Cottleville,5199 State Rte N,Francis Howell Central High School,0,0,0,0,1,,38.7489107,-90.6532316
672,2517500,2023-02-03,California,Los Angeles,3537 Farmdale Ave,Susan Miller Dorsey Senior High School,0,0,0,0,0,,34.0536909,-118.242766
673,2517193,2023-02-02,Delaware,Wilmington,100 W 18th St,Shortlidge Elementary School,0,0,0,0,0,,39.7459468,-75.546589
674,2517199,2023-02-02,Delaware,Wilmington,3130 Kennett Pike,A.I. Dupont Middle School,0,0,0,0,1,,39.7459468,-75.546589
675,2516840,2023-02-02,Ohio,Pickerington,130 Hill Rd S,Pickerington Ridgeview Junior High School,1,0,0,0,0,,39.8842304,-82.7535049
676,2516752,2023-02-02,Indiana,North Vernon,810 W Walnut St,North Vernon Elementary (NVE),0,0,0,0,1,,39.006165,-85.6235796
677,2517242,2023-02-02,Indiana,Columbus,230 S Marr Rd,Columbus East High School,0,0,0,0,1,,39.2014405,-85.9213796
678,2517416,2023-02-02,Ohio,New Philadelphia,315 4th St NW,Welty Middle School,0,0,0,0,1,,40.4897871,-81.4456706
679,2517100,2023-02-02,Arizona,Mesa,7301 E Brown Rd,Red Mountain High School,0,0,0,0,1,,33.4151005,-111.831455
680,2516697,2023-02-02,Maryland,Riverdale,6200 Tuckerman St,William Wirt Middle School,0,0,0,0,0,,38.9615103,-76.9296515
681,2516643,2023-02-02,Texas,Houston,6425 Westheimer Rd,,0,0,0,1,3,,29.7589382,-95.3676974
682,2517451,2023-02-02,Alabama,Prattville,1089 Martin Luther King Dr,Prattville Junior High School,0,0,0,0,0,,32.4640245,-86.4596966
683,2516070,2023-02-01,Maryland,Hyattsville,7000 Adelphi Rd,Northwestern High School,0,0,0,0,0,,38.9529442,-76.9408647
684,2516531,2023-02-01,North Carolina,Kernersville,1600 Union Cross Rd,Robert B Glenn High School,0,0,0,0,1,,36.1198589,-80.0736533
685,2516529,2023-02-01,North Carolina,Charlotte,8900 Park Rd,South Mecklenburg High School,0,0,0,0,0,,35.2272086,-80.8430827
686,2516296,2023-02-01,Kentucky,Louisville,6415 Outer Loop,Moore High School,0,0,0,0,1,,38.2542376,-85.759407
687,2516990,2023-02-01,Louisiana,La Place (Laplace),393 Greenwood Dr,LaPlace Elementary,0,0,0,0,1,,,
688,2516391,2023-02-01,North Carolina,Rolesville,1099 E Young St,Rolesville High School,0,0,0,0,1,,35.9232862,-78.4573914
689,2515355,2023-01-31,South Carolina,Blythewood,10901 Wilson Blvd,Blythewood High School,0,0,0,0,1,,34.2187005,-80.98456918011235
690,2515490,2023-01-31,Ohio,Columbus,1265 Koebel Rd,Marion-Franklin High School,0,0,0,0,0,,39.9622601,-83.0007065
691,2516607,2023-01-31,Indiana,Hammond,5926 Calumet Ave,Hammond Central High School,0,0,0,0,1,,41.5833618,-87.5000081
692,2515750,2023-01-31,Nevada,Las Vegas,3750 S Buffalo Dr,Spring Valley High School,0,0,0,0,1,,36.1672559,-115.148516
693,2516381,2023-01-31,Alabama,Theodore,6201 Swedetown Rd N,Theodore High School,0,0,0,0,1,,30.547295,-88.18020367595204
694,2515330,2023-01-30,California,Madera,705 W Pecan Ave,Madera South High School,0,0,0,0,1,,37.1716264,-119.7737991
695,2515384,2023-01-30,New York,Nanuet,103 Church St,Nanuet Senior High School,0,0,0,0,1,,41.0902848,-74.0148205
696,2514454,2023-01-30,Arizona,Yuma,7150 E 24th St,Gila Ridge High School,0,0,0,0,1,,32.665135,-114.47603157249804
697,2523034,2023-01-30,Texas,Lufkin,602 S Raguet St,Pineywoods Community Academy,0,0,0,0,1,,31.3386242,-94.7288558
698,2677660,2023-01-29,Texas,Beaumont,,St Anthony Cathedral Basilica School,0,0,0,0,1,,30.0860459,-94.1018461
699,2513755,2023-01-28,Missouri,Springfield,2500 block of S Linden Ave,,0,1,0,0,2,,37.2081729,-93.2922715
700,2516842,2023-01-27,Colorado,Loveland,1811 W 15th St,Ferguson High School,0,0,0,0,1,,40.385549,-105.04436132094955
701,2518431,2023-01-27,North Carolina,Newton,338 W 15th St,Newton-Conover High School,0,0,0,0,1,,35.6630887,-81.2219363
702,2512539,2023-01-27,Arizona,El Mirage,12701 N Main St,Riverview Elementary School,0,0,0,0,2,,33.6130338,-112.324486
703,2512455,2023-01-27,Maryland,Baltimore,2202 Presstman St,Carver Vo-Tech High School,0,0,0,0,1,,39.2908816,-76.610759
704,2512437,2023-01-27,Georgia,Carnesville,485 Turkey Creek Rd,Franklin County Middle School,0,0,0,0,1,,34.3698266,-83.235155
705,2526814,2023-01-27,Illinois,Chicago,1150 W 96th St,Wendell E. Green Elementary School,0,0,0,0,1,,41.8755616,-87.6244212
706,2512245,2023-01-26,Nebraska,Fremont,2950 Dale St,Milliken Park Elementary School,0,0,0,0,0,,41.4338363,-96.4960449
707,2517299,2023-01-26,Minnesota,Saint Paul,1355 Pierce Butler Rte,Career Pathways High School,0,0,0,0,1,,44.9497487,-93.0931028
708,2512022,2023-01-26,Utah,Salt Lake City (Taylorsville),5225 S Redwood Rd,Taylorsville High School,0,0,0,0,1,,40.6742384,-111.9554035670505
709,2512364,2023-01-26,Florida,Homestead,2000 SE 28th Ave,Keys Gate Charter School,0,0,0,0,1,,25.4718946,-80.4759905
710,2517953,2023-01-25,Texas,Bandera,1005 Cherry St,Bandera MIddle School,0,0,0,0,1,,29.7643475,-99.234526
711,2511580,2023-01-25,Alabama,Pinson,6745 Old Springville Rd,Clay Elementary School,0,0,0,0,0,,33.706205,-86.67007895992774
712,2512591,2023-01-25,California,Sacramento,3500 Florin Rd,Luther Burbank High School,0,0,0,0,1,,38.5810606,-121.493895
713,2511004,2023-01-25,District of Columbia,Washington,1601 16th St SE,Anacostia High School,0,0,0,0,1,,38.8950368,-77.0365427
714,2512341,2023-01-25,North Carolina,Kannapolis,415 Martin Luther King Jr Ave,A.L. Brown High School,0,0,0,0,1,,35.4874708,-80.621438
715,2510864,2023-01-24,Maryland,Rockville,250 Richard Montgomery Dr,Richard Montgomery High School,0,0,0,0,1,,39.0817985,-77.1516844
716,2510828,2023-01-24,Florida,Saint Petersburg,2501 5th Ave N,St Petersburg High School,0,0,0,0,1,,27.7700475,-82.6359078
717,2515486,2023-01-24,Connecticut,Meriden,1225 N Broad St,Washington Middle School,0,0,0,0,1,,41.5381535,-72.8070435
718,2510590,2023-01-24,Missouri,Kansas City,3930 Broadway Blvd,The Plaza Academy,0,1,0,0,0,,39.100105,-94.5781416
719,2517605,2023-01-24,California,Corona,1820 Rimpau Ave,Centennial High School,0,0,0,0,1,,33.8752945,-117.5664449
720,2510418,2023-01-24,Utah,Midvale,7350 S 900 E,Hillcrest High School,0,0,0,0,1,,40.6149174,-111.9106607
721,2511172,2023-01-24,Ohio,Toledo,2000 block of Avondale Ave,,0,0,0,0,0,,41.6529143,-83.5378173
722,2511014,2023-01-24,Arizona,San Tan Valley,37611 N Pecan Creek Dr,J O Combs Middle School,0,0,0,0,1,,33.1775233,-111.547892
723,2509896,2023-01-23,District of Columbia,Washington,5600 East Capitol St NE,Maya Angelou Public Charter School,0,0,0,0,1,,38.8950368,-77.0365427
724,2510564,2023-01-23,Georgia,Augusta,1740 Walton Way,Performance Learning Center,0,0,0,0,1,,33.4709714,-81.9748429
725,2509254,2023-01-23,Iowa,Des Moines,455 SW Fifth St,Starts Right Here,2,1,0,0,2,,41.5910323,-93.6046655
726,2510387,2023-01-23,South Carolina,North Charleston,5935 Rivers Ave,Lowcountry Acceleration Academy,0,0,0,0,1,,32.8546197,-79.9748103
727,2509999,2023-01-23,Kentucky,Louisville,12400 Old Shelbyville Rd,Eastern High School,0,0,0,0,1,,38.2542376,-85.759407
728,2509990,2023-01-23,Texas,Corsicana,3701 E State Hwy 22,Corsicana High School,0,0,0,0,4,,32.091299,-96.4646821
729,2511054,2023-01-21,Texas,Houston,3325 Westheimer Rd,Lamar High School,0,0,0,0,1,,29.7589382,-95.3676974
730,2509898,2023-01-20,Ohio,London,336 Elm St,London High School,0,0,0,0,0,,39.8864493,-83.448253
731,2506967,2023-01-20,Texas,Arlington,2101 Highbank Dr,James Bowie High School,0,0,0,0,2,,32.7355816,-97.1071186
732,2506958,2023-01-20,Georgia,Covington,14567 GA-36,Alcovy High School,0,0,0,0,1,,33.5966005,-83.8598742
733,2506919,2023-01-20,Virginia,Glen Allen,600 Concourse Blvd,Holman Middle School,0,0,0,0,1,,37.6659781,-77.506374
734,2506942,2023-01-20,Minnesota,Saint Paul,1495 Rice St,Washington Technology Magnet School,0,1,0,0,1,,44.9497487,-93.0931028
735,2508146,2023-01-20,North Carolina,Statesville,474 N Center St,Statesville High School,0,0,0,0,1,,35.7826363,-80.8872959
736,2507136,2023-01-20,Ohio,Salem,1200 E 6th St,Salem Senior High School,0,0,0,0,1,,40.9008923,-80.8567502
737,2506265,2023-01-19,New York,Bronx,120 E 184th St,Academy for Personal Leadership and Excellence,0,0,0,0,1,,40.8466508,-73.8785937
